repo,pr_number,category,pr_url,commit,commit_url,initial_flag,refactoring_type,refactoring_detail,confirmed_refactoring_flag,covered_refactoring_flag,floss_refactoring_flag,direct_review_comment_flag,discussion_flag,rationale_flag,notes,
apache/kafka,4796,refactoring-inducing PR,https://github.com/apache/kafka/pull/4796,28fe14f3d5dd83c4a88a00c66eaca46d757428c0,https://github.com/apache/kafka/commit/28fe14f3d5dd83c4a88a00c66eaca46d757428c0,False,Rename Variable,entries1 : Collection<ConfigEntry> to entries : Collection<ConfigEntry> in method public shouldImplementHashCodeProperly() : void in class org.apache.kafka.clients.admin.ConfigTest,true,true,false,true,false,true,Idem,
apache/kafka,4796,refactoring-inducing PR,https://github.com/apache/kafka/pull/4796,28fe14f3d5dd83c4a88a00c66eaca46d757428c0,https://github.com/apache/kafka/commit/28fe14f3d5dd83c4a88a00c66eaca46d757428c0,False,Change Attribute Type,"entries : Collection<ConfigEntry> to entries : Map<String,ConfigEntry> in class org.apache.kafka.clients.admin.Config",true,true,false,true,false,true,Idem,
apache/kafka,4796,refactoring-inducing PR,https://github.com/apache/kafka/pull/4796,5e02dacc91933e526d06c5ace89104209c57f744,https://github.com/apache/kafka/commit/5e02dacc91933e526d06c5ace89104209c57f744,False,,,,,,,,,,
apache/kafka,4796,refactoring-inducing PR,https://github.com/apache/kafka/pull/4796,8c7418f407bf209a89a9ac39b291274ac3674754,https://github.com/apache/kafka/commit/8c7418f407bf209a89a9ac39b291274ac3674754,False,,,,,,,,,,
apache/kafka,4796,refactoring-inducing PR,https://github.com/apache/kafka/pull/4796,0cffbb574057326184b3234be3883711bd9aff82,https://github.com/apache/kafka/commit/0cffbb574057326184b3234be3883711bd9aff82,False,,,,,,,,,,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,9a427801b3c03798de1036f2e3f1646a6c7b7cca,https://github.com/apache/dubbo/commit/9a427801b3c03798de1036f2e3f1646a6c7b7cca,True,,,,,,,,,,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,77d802ec3cb65ff571df6445ba5fc647cd8b7ff2,https://github.com/apache/dubbo/commit/77d802ec3cb65ff571df6445ba5fc647cd8b7ff2,False,,,,,,,,,,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,5c73899641d1e7fb1d427f95083d7357935d27e9,https://github.com/apache/dubbo/commit/5c73899641d1e7fb1d427f95083d7357935d27e9,False,,,,,,,,,,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,b2dbff3043592f002c9038413034c85b31d33f0e,https://github.com/apache/dubbo/commit/b2dbff3043592f002c9038413034c85b31d33f0e,False,,,,,,,,,,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,737da2b9bcf12927fe9cca7c044ecc4d2635f9a3,https://github.com/apache/dubbo/commit/737da2b9bcf12927fe9cca7c044ecc4d2635f9a3,False,,,,,,,,,,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,839f7a34451560f75a71eb3f7e6f0b70f94b8718,https://github.com/apache/dubbo/commit/839f7a34451560f75a71eb3f7e6f0b70f94b8718,False,,,,,,,,,,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,bc41e2d00c98a2d2e44a7c175e69a7d699bf78ba,https://github.com/apache/dubbo/commit/bc41e2d00c98a2d2e44a7c175e69a7d699bf78ba,False,Move Class,org.apache.dubbo.metadata.export.MetadataServiceExporter moved to org.apache.dubbo.metadata.MetadataServiceExporter,true,false,false,false,false,false,Refactoring led by the author,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,4c8516c9f483e41ef52c929877ded17100b10d14,https://github.com/apache/dubbo/commit/4c8516c9f483e41ef52c929877ded17100b10d14,False,Change Package,org.apache.dubbo.metadata.export to org.apache.dubbo.config.metadata,true,false,false,false,false,false,Idem,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,4c8516c9f483e41ef52c929877ded17100b10d14,https://github.com/apache/dubbo/commit/4c8516c9f483e41ef52c929877ded17100b10d14,False,Move Class,org.apache.dubbo.metadata.export.ConfigurableMetadataServiceExporter moved to org.apache.dubbo.config.metadata.ConfigurableMetadataServiceExporter,true,false,false,false,false,false,collateral effect,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,4c8516c9f483e41ef52c929877ded17100b10d14,https://github.com/apache/dubbo/commit/4c8516c9f483e41ef52c929877ded17100b10d14,False,Move Class,org.apache.dubbo.metadata.export.ConfigurableMetadataServiceExporterTest moved to org.apache.dubbo.config.metadata.ConfigurableMetadataServiceExporterTest,true,false,false,false,false,false,collateral effect,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,ab6a81827041443e6cbabbcc79ddea65373ed157,https://github.com/apache/dubbo/commit/ab6a81827041443e6cbabbcc79ddea65373ed157,False,,,,,,,,,,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,beb570d4941a2c53471a591b189ae66469d88ce3,https://github.com/apache/dubbo/commit/beb570d4941a2c53471a591b189ae66469d88ce3,False,,,,,,,,,,
apache/dubbo,4099,refactoring-inducing PR,https://github.com/apache/dubbo/pull/4099,f4a54909d0deee69fcc4cef48a893baf3f7b0e55,https://github.com/apache/dubbo/commit/f4a54909d0deee69fcc4cef48a893baf3f7b0e55,False,,,,,,,,,,
apache/tomee,407,refactoring-inducing PR,https://github.com/apache/tomee/pull/407,898af3bf7ae1877aa2f59ea19c4b337af4707112,https://github.com/apache/tomee/commit/898af3bf7ae1877aa2f59ea19c4b337af4707112,True,,,,,,,,,,
apache/tomee,407,refactoring-inducing PR,https://github.com/apache/tomee/pull/407,33e7b743cdef618f544ea66feefcc8238697eae4,https://github.com/apache/tomee/commit/33e7b743cdef618f544ea66feefcc8238697eae4,True,,,,,,,,,,
apache/tomee,407,refactoring-inducing PR,https://github.com/apache/tomee/pull/407,3d22d4342357eb5a118716c71d4ec05e61007221,https://github.com/apache/tomee/commit/3d22d4342357eb5a118716c71d4ec05e61007221,False,Change Package,org.superbiz.ws to org.superbiz.remote,true,true,false,true,false,true,"review comment suggested rename refactoring, providing a reason",
apache/tomee,407,refactoring-inducing PR,https://github.com/apache/tomee/pull/407,3d22d4342357eb5a118716c71d4ec05e61007221,https://github.com/apache/tomee/commit/3d22d4342357eb5a118716c71d4ec05e61007221,False,Move Class,org.superbiz.ws.DefaultCalculator moved to org.superbiz.remote.DefaultCalculator,true,true,false,true,false,true,Collateral effect,
apache/tomee,407,refactoring-inducing PR,https://github.com/apache/tomee/pull/407,3d22d4342357eb5a118716c71d4ec05e61007221,https://github.com/apache/tomee/commit/3d22d4342357eb5a118716c71d4ec05e61007221,False,Move Class,org.superbiz.ws.Calculator moved to org.superbiz.remote.Calculator,true,true,false,true,false,true,Collateral effect,
apache/tomee,407,refactoring-inducing PR,https://github.com/apache/tomee/pull/407,3d22d4342357eb5a118716c71d4ec05e61007221,https://github.com/apache/tomee/commit/3d22d4342357eb5a118716c71d4ec05e61007221,False,Move Class,org.superbiz.ws.App moved to org.superbiz.remote.App,true,true,false,true,false,true,Collateral effect,
apache/tomee,407,refactoring-inducing PR,https://github.com/apache/tomee/pull/407,bdf65b0398ffa1ba034e0b4632e5bb58d64aa83b,https://github.com/apache/tomee/commit/bdf65b0398ffa1ba034e0b4632e5bb58d64aa83b,False,,,,,,,,,,
apache/tomee,407,refactoring-inducing PR,https://github.com/apache/tomee/pull/407,abb85c55b4e9acb8cd16466b2858d1bbaae93f5e,https://github.com/apache/tomee/commit/abb85c55b4e9acb8cd16466b2858d1bbaae93f5e,False,,,,,,,,,,
apache/kafka,6853,refactoring-inducing PR,https://github.com/apache/kafka/pull/6853,7005573c7e181527df7a8b6af79aa72efb46635e,https://github.com/apache/kafka/commit/7005573c7e181527df7a8b6af79aa72efb46635e,True,,,,,,,,,,
apache/kafka,6853,refactoring-inducing PR,https://github.com/apache/kafka/pull/6853,d4c2a4ad3c72b1d2a0f38a44a6bd581ce7391472,https://github.com/apache/kafka/commit/d4c2a4ad3c72b1d2a0f38a44a6bd581ce7391472,False,Rename Parameter,s : String to suffix : String in method private createTopic(suffix String) : String in class org.apache.kafka.streams.integration.RegexSourceIntegrationTest,true,true,false,true,false,false,review comments concerning naming (inducing a refactoring),
apache/kafka,6853,refactoring-inducing PR,https://github.com/apache/kafka/pull/6853,c5b55c532d032360a1412bbbce5245eb95297f03,https://github.com/apache/kafka/commit/c5b55c532d032360a1412bbbce5245eb95297f03,False,Change Parameter Type,suffix : String to suffix : int in method private createTopic(suffix int) : String in class org.apache.kafka.streams.integration.RegexSourceIntegrationTest,true,true,false,false,false,false,review comments concerning an automatic counting in a method (inducing a refactoring),
apache/kafka,6853,refactoring-inducing PR,https://github.com/apache/kafka/pull/6853,3e043ac09b0992f26218fb1912a79075d646aa22,https://github.com/apache/kafka/commit/3e043ac09b0992f26218fb1912a79075d646aa22,False,,,,,,,,,,
apache/knox,74,refactoring-inducing PR,https://github.com/apache/knox/pull/74,7feeb53a7e4d5b1f636651d0bd9b40ba61cc4853,https://github.com/apache/knox/commit/7feeb53a7e4d5b1f636651d0bd9b40ba61cc4853,True,Extract Method,"package createSSLContext(services GatewayServices, useTwoWaySsl boolean) : SSLContext extracted from public createHttpClient(filterConfig FilterConfig) : HttpClient in class org.apache.knox.gateway.dispatch.DefaultHttpClientFactory",,,,,,,,
apache/knox,74,refactoring-inducing PR,https://github.com/apache/knox/pull/74,7feeb53a7e4d5b1f636651d0bd9b40ba61cc4853,https://github.com/apache/knox/commit/7feeb53a7e4d5b1f636651d0bd9b40ba61cc4853,True,Extract Variable,"sslContextBuilder : SSLContextBuilder in method package createSSLContext(services GatewayServices, useTwoWaySsl boolean) : SSLContext from class org.apache.knox.gateway.dispatch.DefaultHttpClientFactory",,,,,,,,
apache/knox,74,refactoring-inducing PR,https://github.com/apache/knox/pull/74,7feeb53a7e4d5b1f636651d0bd9b40ba61cc4853,https://github.com/apache/knox/commit/7feeb53a7e4d5b1f636651d0bd9b40ba61cc4853,True,Rename Variable,sslcontext : SSLContext to sslContext : SSLContext in method public createHttpClient(filterConfig FilterConfig) : HttpClient in class org.apache.knox.gateway.dispatch.DefaultHttpClientFactory,,,,,,,,
apache/knox,74,refactoring-inducing PR,https://github.com/apache/knox/pull/74,99dea2bb78b4fe68133419064af1adccca7f2b74,https://github.com/apache/knox/commit/99dea2bb78b4fe68133419064af1adccca7f2b74,False,Rename Parameter,"useTwoWaySsl : boolean to filterConfig : FilterConfig in method package createSSLContext(services GatewayServices, filterConfig FilterConfig) : SSLContext in class org.apache.knox.gateway.dispatch.DefaultHttpClientFactory",true,true,false,true,false,true,"review comment about changing a type, providing a reason (for future proof), induced directly a refactoring",
apache/knox,74,refactoring-inducing PR,https://github.com/apache/knox/pull/74,99dea2bb78b4fe68133419064af1adccca7f2b74,https://github.com/apache/knox/commit/99dea2bb78b4fe68133419064af1adccca7f2b74,False,Change Parameter Type,"useTwoWaySsl : boolean to filterConfig : FilterConfig in method package createSSLContext(services GatewayServices, filterConfig FilterConfig) : SSLContext in class org.apache.knox.gateway.dispatch.DefaultHttpClientFactory",true,true,false,true,false,true,Idem,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,67c2e2247d2b4a0346d12f50c0830c28f62e2913,https://github.com/apache/logging-log4j2/commit/67c2e2247d2b4a0346d12f50c0830c28f62e2913,True,,,,,,,,,,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,6bb9b4e54262ada9088c4d7d14759e14b5eb2356,https://github.com/apache/logging-log4j2/commit/6bb9b4e54262ada9088c4d7d14759e14b5eb2356,True,,,,,,,,,,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,ffbddf79a7eae9e13b9ba20fee3929c73fe4834a,https://github.com/apache/logging-log4j2/commit/ffbddf79a7eae9e13b9ba20fee3929c73fe4834a,True,,,,,,,,,,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,06df89368ec473be5e5fe9ab9f900b3161d33b5b,https://github.com/apache/logging-log4j2/commit/06df89368ec473be5e5fe9ab9f900b3161d33b5b,True,,,,,,,,,,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,fb94167be23a2a25315862e52060e775fcf8ed84,https://github.com/apache/logging-log4j2/commit/fb94167be23a2a25315862e52060e775fcf8ed84,True,,,,,,,,,,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,b5e2cbaf1af100c875a80f11ee62e1b4561130da,https://github.com/apache/logging-log4j2/commit/b5e2cbaf1af100c875a80f11ee62e1b4561130da,True,,,,,,,,,,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,c7d70a8f37ea218e57a1eee0f41501ce5fce2362,https://github.com/apache/logging-log4j2/commit/c7d70a8f37ea218e57a1eee0f41501ce5fce2362,False,,,,,,,,,,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,14badeae425ee76196c5eb0abadfca99eb282a11,https://github.com/apache/logging-log4j2/commit/14badeae425ee76196c5eb0abadfca99eb282a11,False,,,,,,,,,,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,b485a190e329c6b2552544888feb64641c249185,https://github.com/apache/logging-log4j2/commit/b485a190e329c6b2552544888feb64641c249185,False,Extract Method,"protected init(debugOutput boolean, suffixToAppend String, propagateLevels boolean) : void extracted from public Log4jBridgeHandler() in class org.apache.logging.log4j.jul.Log4jBridgeHandler",true,false,false,false,false,false,refactoring led by the author,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,b485a190e329c6b2552544888feb64641c249185,https://github.com/apache/logging-log4j2/commit/b485a190e329c6b2552544888feb64641c249185,False,Rename Attribute,debugOutput : boolean to doDebugOutput : boolean in class org.apache.logging.log4j.jul.Log4jBridgeHandler,true,false,false,false,false,false,idem,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,b485a190e329c6b2552544888feb64641c249185,https://github.com/apache/logging-log4j2/commit/b485a190e329c6b2552544888feb64641c249185,False,Rename Attribute,suffixToAppend : String to julSuffixToAppend : String in class org.apache.logging.log4j.jul.Log4jBridgeHandler,true,false,false,false,false,false,idem,
apache/logging-log4j2,213,refactoring-inducing PR,https://github.com/apache/logging-log4j2/pull/213,c21a5dd1f7c6f057601a700f3c5b68daf79f1161,https://github.com/apache/logging-log4j2/commit/c21a5dd1f7c6f057601a700f3c5b68daf79f1161,False,,,,,,,,,,
apache/tinkerpop,1110,refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/1110,138a4a9b49c696acb8ab2a348e4ccd712dca94b0,https://github.com/apache/tinkerpop/commit/138a4a9b49c696acb8ab2a348e4ccd712dca94b0,True,Extract Method,"public submitAsync(bytecode Bytecode, options RequestOptions) : CompletableFuture<ResultSet> extracted from public submitAsync(bytecode Bytecode) : CompletableFuture<ResultSet> in class org.apache.tinkerpop.gremlin.driver.Client.AliasClusteredClient",,,,,,,,
apache/tinkerpop,1110,refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/1110,138a4a9b49c696acb8ab2a348e4ccd712dca94b0,https://github.com/apache/tinkerpop/commit/138a4a9b49c696acb8ab2a348e4ccd712dca94b0,True,Extract Variable,"request : RequestMessage.Builder in method public submitAsync(bytecode Bytecode, options RequestOptions) : CompletableFuture<ResultSet> from class org.apache.tinkerpop.gremlin.driver.Client.AliasClusteredClient",,,,,,,,
apache/tinkerpop,1110,refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/1110,bebd9e72c6a32736d890c0029d6581143ee5e139,https://github.com/apache/tinkerpop/commit/bebd9e72c6a32736d890c0029d6581143ee5e139,True,,,,,,,,,,
apache/tinkerpop,1110,refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/1110,9d7bcebe8ca22fbeead04e1f7fc9c9092c06137b,https://github.com/apache/tinkerpop/commit/9d7bcebe8ca22fbeead04e1f7fc9c9092c06137b,False,Extract Method,"protected getRequestOptions(bytecode Bytecode) : RequestOptions extracted from public submitAsync(bytecode Bytecode) : CompletableFuture<RemoteTraversal<?,E>> in class org.apache.tinkerpop.gremlin.driver.remote.DriverRemoteConnection",true,true,false,false,false,true,"a review comment about extracting code inspired the author to refactor the code* (in this case, both author and reviewer presented reasons)",
apache/tinkerpop,1110,refactoring-inducing PR,https://github.com/apache/tinkerpop/pull/1110,128662ba0ba7368f36bdd6d68243de4fa3dc82ae,https://github.com/apache/tinkerpop/commit/128662ba0ba7368f36bdd6d68243de4fa3dc82ae,False,Rename Attribute,ARGS_OVERRIDE_REQUEST_ID : String to REQUEST_ID : String in class org.apache.tinkerpop.gremlin.driver.Tokens,true,true,false,true,false,true,"a review comment suggested rename refactoring (providing a reason), so inducing such an instance** (self-affirmed refactoring)",
apache/rocketmq-externals,45,refactoring-inducing PR,https://github.com/apache/rocketmq-externals/pull/45,f95b989438d863259192d85946ca02b7bcee73ac,https://github.com/apache/rocketmq-externals/commit/f95b989438d863259192d85946ca02b7bcee73ac,True,,,,,,,,,,
apache/rocketmq-externals,45,refactoring-inducing PR,https://github.com/apache/rocketmq-externals/pull/45,6080c634bbadd975ad215f3e57a0f05cabe9d7b1,https://github.com/apache/rocketmq-externals/commit/6080c634bbadd975ad215f3e57a0f05cabe9d7b1,False,Move Class,org.apache.rocketmq.flink.ProducerTest moved to org.apache.rocketmq.flink.example.ProducerTest,true,false,false,false,false,false,refactoring led by the author,
apache/rocketmq-externals,45,refactoring-inducing PR,https://github.com/apache/rocketmq-externals/pull/45,6080c634bbadd975ad215f3e57a0f05cabe9d7b1,https://github.com/apache/rocketmq-externals/commit/6080c634bbadd975ad215f3e57a0f05cabe9d7b1,False,Move Class,org.apache.rocketmq.flink.RocketMQFlinkExample moved to org.apache.rocketmq.flink.example.RocketMQFlinkExample,true,false,false,false,false,false,idem,
apache/rocketmq-externals,45,refactoring-inducing PR,https://github.com/apache/rocketmq-externals/pull/45,6080c634bbadd975ad215f3e57a0f05cabe9d7b1,https://github.com/apache/rocketmq-externals/commit/6080c634bbadd975ad215f3e57a0f05cabe9d7b1,False,Move Class,org.apache.rocketmq.flink.ConsumerTest moved to org.apache.rocketmq.flink.example.ConsumerTest,true,false,false,false,false,false,idem,
apache/rocketmq-externals,45,refactoring-inducing PR,https://github.com/apache/rocketmq-externals/pull/45,fb0875657d6b04f735cf060e59fc665ced780674,https://github.com/apache/rocketmq-externals/commit/fb0875657d6b04f735cf060e59fc665ced780674,False,Rename Class,org.apache.rocketmq.flink.RocketMqUtils renamed to org.apache.rocketmq.flink.RocketMQUtils,true,true,false,true,false,false,review comment suggested renaming,
apache/rocketmq-externals,45,refactoring-inducing PR,https://github.com/apache/rocketmq-externals/pull/45,fb0875657d6b04f735cf060e59fc665ced780674,https://github.com/apache/rocketmq-externals/commit/fb0875657d6b04f735cf060e59fc665ced780674,False,Rename Class,org.apache.rocketmq.flink.RocketMqConfig renamed to org.apache.rocketmq.flink.RocketMQConfig,true,true,false,true,false,false,idem,
apache/rocketmq-externals,45,refactoring-inducing PR,https://github.com/apache/rocketmq-externals/pull/45,09d9cd9d066619e946d720489e2e3cd12795a5b9,https://github.com/apache/rocketmq-externals/commit/09d9cd9d066619e946d720489e2e3cd12795a5b9,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,2b72bc89d949420183329dd559c274435c2b1d06,https://github.com/apache/tomee/commit/2b72bc89d949420183329dd559c274435c2b1d06,True,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,85799f936236b21f684e27dbb5c770c7a3f45997,https://github.com/apache/tomee/commit/85799f936236b21f684e27dbb5c770c7a3f45997,True,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,0d1e10edd6449688fe24e940f71098b46df9ca24,https://github.com/apache/tomee/commit/0d1e10edd6449688fe24e940f71098b46df9ca24,True,Change Return Type,"Map<String,String> to Properties in method public getConfiguration() : Properties in class org.apache.openejb.jee.MessageDrivenBean",,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,0d1e10edd6449688fe24e940f71098b46df9ca24,https://github.com/apache/tomee/commit/0d1e10edd6449688fe24e940f71098b46df9ca24,True,Change Attribute Type,"configuration : Map<String,String> to configuration : Properties in class org.apache.openejb.jee.MessageDrivenBean",,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,0d1e10edd6449688fe24e940f71098b46df9ca24,https://github.com/apache/tomee/commit/0d1e10edd6449688fe24e940f71098b46df9ca24,True,Change Parameter Type,"configuration : Map<String,String> to configuration : Properties in method public setConfiguration(configuration Properties) : void in class org.apache.openejb.jee.MessageDrivenBean",,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,0d1e10edd6449688fe24e940f71098b46df9ca24,https://github.com/apache/tomee/commit/0d1e10edd6449688fe24e940f71098b46df9ca24,True,Change Variable Type,"containerConfiguration : Map<String,String> to configuration : Properties in method public deploy(appModule AppModule) : AppModule in class org.apache.openejb.config.ActivationConfigPropertyOverride",,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,0d1e10edd6449688fe24e940f71098b46df9ca24,https://github.com/apache/tomee/commit/0d1e10edd6449688fe24e940f71098b46df9ca24,True,Rename Variable,"containerConfiguration : Map<String,String> to configuration : Properties in method public deploy(appModule AppModule) : AppModule in class org.apache.openejb.config.ActivationConfigPropertyOverride",,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,9c14be978c5118469ecae558ed21e1277844af17,https://github.com/apache/tomee/commit/9c14be978c5118469ecae558ed21e1277844af17,True,Move Method,public getConfiguration() : Properties from class org.apache.openejb.jee.MessageDrivenBean to public getConfiguration() : Properties from class org.apache.openejb.core.mdb.MdbContainer,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,9c14be978c5118469ecae558ed21e1277844af17,https://github.com/apache/tomee/commit/9c14be978c5118469ecae558ed21e1277844af17,True,Move Method,public setConfiguration(configuration Properties) : void from class org.apache.openejb.jee.MessageDrivenBean to public setConfiguration(configuration Properties) : void from class org.apache.openejb.core.mdb.MdbContainer,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,f7e0578aa0a97d99be24efa68ace696824b3a419,https://github.com/apache/tomee/commit/f7e0578aa0a97d99be24efa68ace696824b3a419,True,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,3efb124a575d77570d26971cac38e458cacedc9d,https://github.com/apache/tomee/commit/3efb124a575d77570d26971cac38e458cacedc9d,True,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,1e87ba3adb1720270f9edf77d9d2bd6f6c0e0c99,https://github.com/apache/tomee/commit/1e87ba3adb1720270f9edf77d9d2bd6f6c0e0c99,True,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,b57641372214ab5dce8e0e446f815cd1fdd87603,https://github.com/apache/tomee/commit/b57641372214ab5dce8e0e446f815cd1fdd87603,True,Rename Method,public getConfiguration() : Properties renamed to public getProperties() : Properties in class org.apache.openejb.core.mdb.MdbContainer,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,c73a5a910836635b4e9b5b08293d8b3cb03edfe6,https://github.com/apache/tomee/commit/c73a5a910836635b4e9b5b08293d8b3cb03edfe6,True,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,209262230cb9f1c241a75fcfa820ad39e1586bc9,https://github.com/apache/tomee/commit/209262230cb9f1c241a75fcfa820ad39e1586bc9,True,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,6a0d6390e6c776486b98924333fd9bd356ec45ee,https://github.com/apache/tomee/commit/6a0d6390e6c776486b98924333fd9bd356ec45ee,True,Rename Method,public standardCode() : void renamed to public test() : void in class org.apache.openejb.activemq.ActivationContainerTest,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,bf3a4ef6b61fc314cb5d7392612a011ba1e8acff,https://github.com/apache/tomee/commit/bf3a4ef6b61fc314cb5d7392612a011ba1e8acff,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,13b1458b4bcf4e960956af8d28046ba9925a8821,https://github.com/apache/tomee/commit/13b1458b4bcf4e960956af8d28046ba9925a8821,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,0c1f96a02e78e1c4cdb822d0a7ffaf57fdfabb08,https://github.com/apache/tomee/commit/0c1f96a02e78e1c4cdb822d0a7ffaf57fdfabb08,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,2cac5ad77037c8ab3434e5ec4ecaa42d5be54e77,https://github.com/apache/tomee/commit/2cac5ad77037c8ab3434e5ec4ecaa42d5be54e77,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,8dbaee9ef489228bbc64b9c6d625404f32db876b,https://github.com/apache/tomee/commit/8dbaee9ef489228bbc64b9c6d625404f32db876b,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,c6da93c10b86ce3d7950160168138b6a48525e07,https://github.com/apache/tomee/commit/c6da93c10b86ce3d7950160168138b6a48525e07,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,7fcd0ee000a85ba9a0a054480acccb56bea9aa16,https://github.com/apache/tomee/commit/7fcd0ee000a85ba9a0a054480acccb56bea9aa16,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,1909894a486d12483b47b4867f7bcd7461105b5d,https://github.com/apache/tomee/commit/1909894a486d12483b47b4867f7bcd7461105b5d,False,,,,,,,,,,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,86f20fec7b6d6b09e52c346e738dad0215b7afaa,https://github.com/apache/tomee/commit/86f20fec7b6d6b09e52c346e738dad0215b7afaa,False,Move Class,org.apache.openejb.activemq.ActivationContainerTest.Listener moved to org.apache.openejb.activemq.ActivationContainerReadTheContainerConfigurationTest.Listener,true,false,false,false,false,false,refactoring led by the author,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,86f20fec7b6d6b09e52c346e738dad0215b7afaa,https://github.com/apache/tomee/commit/86f20fec7b6d6b09e52c346e738dad0215b7afaa,False,Rename Class,org.apache.openejb.activemq.ActivationContainerTest renamed to org.apache.openejb.activemq.ActivationContainerOverwriteBothConfigurationTest,true,false,false,false,false,false,idem,
apache/tomee,89,refactoring-inducing PR,https://github.com/apache/tomee/pull/89,86f20fec7b6d6b09e52c346e738dad0215b7afaa,https://github.com/apache/tomee/commit/86f20fec7b6d6b09e52c346e738dad0215b7afaa,False,Rename Class,org.apache.openejb.activemq.ActivationContainerTest2 renamed to org.apache.openejb.activemq.ActivationContainerOverwriteMessageConfigurationTest,true,false,false,false,false,false,idem,
