inspector,pr_url,commit,commit_url,initial_flag,refactoring_type,refactoring_detail,confirmed_refactoring_flag,covered_refactoring_flag,notes
analyst 1,https://github.com/apache/kafka/pull/5298,87aac6fac14954e3d84644d03b11002f85af29c9,https://github.com/apache/kafka/commit/87aac6fac14954e3d84644d03b11002f85af29c9,FALSE,Change Parameter Type,"heartbeatIntervalMs : int to heartbeat : Heartbeat in method public ConsumerCoordinator(logContext LogContext, client ConsumerNetworkClient, groupId String, rebalanceTimeoutMs int, sessionTimeoutMs int, heartbeat Heartbeat, assignors List<PartitionAssignor>, metadata Metadata, subscriptions SubscriptionState, metrics Metrics, metricGrpPrefix String, time Time, retryBackoffMs long, autoCommitEnabled boolean, autoCommitIntervalMs int, interceptors ConsumerInterceptors<?,?>, excludeInternalTopics boolean, leaveGroupOnClose boolean) in class org.apache.kafka.clients.consumer.internals.ConsumerCoordinator",TRUE,FALSE,No notes.
analyst 1,https://github.com/apache/kafka/pull/5298,87aac6fac14954e3d84644d03b11002f85af29c9,https://github.com/apache/kafka/commit/87aac6fac14954e3d84644d03b11002f85af29c9,FALSE,Rename Parameter,"heartbeatIntervalMs : int to heartbeat : Heartbeat in method public ConsumerCoordinator(logContext LogContext, client ConsumerNetworkClient, groupId String, rebalanceTimeoutMs int, sessionTimeoutMs int, heartbeat Heartbeat, assignors List<PartitionAssignor>, metadata Metadata, subscriptions SubscriptionState, metrics Metrics, metricGrpPrefix String, time Time, retryBackoffMs long, autoCommitEnabled boolean, autoCommitIntervalMs int, interceptors ConsumerInterceptors<?,?>, excludeInternalTopics boolean, leaveGroupOnClose boolean) in class org.apache.kafka.clients.consumer.internals.ConsumerCoordinator",TRUE,FALSE,No notes.
analyst 1,https://github.com/apache/kafka/pull/5298,87aac6fac14954e3d84644d03b11002f85af29c9,https://github.com/apache/kafka/commit/87aac6fac14954e3d84644d03b11002f85af29c9,FALSE,Rename Attribute,interval : long to heartbeatIntervalMs : int in class org.apache.kafka.clients.consumer.internals.HeartbeatTest,TRUE,FALSE,Three instances of Rename Attribute and Change Attribute Type weren't detected by RefactoringMiner.
analyst 1,https://github.com/apache/kafka/pull/5298,87aac6fac14954e3d84644d03b11002f85af29c9,https://github.com/apache/kafka/commit/87aac6fac14954e3d84644d03b11002f85af29c9,FALSE,Change Attribute Type,interval : long to heartbeatIntervalMs : int in class org.apache.kafka.clients.consumer.internals.HeartbeatTest,TRUE,FALSE,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,1ca67968c6f4d97ad77bab09d83e916bc35e06f1,https://github.com/apache/dubbo/commit/1ca67968c6f4d97ad77bab09d83e916bc35e06f1,TRUE,,,,,
analyst 2,https://github.com/apache/dubbo/pull/2591,32e4c3e09726ed8a7f35321f713ac8e03f4c669d,https://github.com/apache/dubbo/commit/32e4c3e09726ed8a7f35321f713ac8e03f4c669d,FALSE,Rename Variable,listner : NotifyListener to listener : NotifyListener in method public testRecover() : void in class org.apache.dubbo.registry.support.FailbackRegistryTest,TRUE,TRUE,A review comment in commit's parent suggested such refactoring.
analyst 2,https://github.com/apache/dubbo/pull/2591,d5a2e538f6d5b5393b4512e157027b5c959c7efb,https://github.com/apache/dubbo/commit/d5a2e538f6d5b5393b4512e157027b5c959c7efb,FALSE,,,,,
analyst 2,https://github.com/apache/dubbo/pull/2591,1f5229b8f4da680bb8ce7323e303ed7b848b587f,https://github.com/apache/dubbo/commit/1f5229b8f4da680bb8ce7323e303ed7b848b587f,FALSE,,,,,
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.SerializablePerson moved to org.apache.dubbo.common.serialize.model.SerializablePerson,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.BizException moved to org.apache.dubbo.common.serialize.model.BizException,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.media.Media moved to org.apache.dubbo.common.serialize.model.media.Media,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.person.Phone moved to org.apache.dubbo.common.serialize.model.person.Phone,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.person.PersonInfo moved to org.apache.dubbo.common.serialize.model.person.PersonInfo,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.Person moved to org.apache.dubbo.common.serialize.model.Person,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.media.Image moved to org.apache.dubbo.common.serialize.model.media.Image,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.media.MediaContent moved to org.apache.dubbo.common.serialize.model.media.MediaContent,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.BizExceptionNoDefaultConstructor moved to org.apache.dubbo.common.serialize.model.BizExceptionNoDefaultConstructor,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.person.BigPerson moved to org.apache.dubbo.common.serialize.model.person.BigPerson,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.model.person.FullAddress moved to org.apache.dubbo.common.serialize.model.person.FullAddress,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.config.model.ProviderMethodModel moved to org.apache.dubbo.rpc.model.ProviderMethodModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.config.model.ApplicationModel moved to org.apache.dubbo.rpc.model.ApplicationModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.config.model.ConsumerModel moved to org.apache.dubbo.rpc.model.ConsumerModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.config.model.ConsumerMethodModel moved to org.apache.dubbo.rpc.model.ConsumerMethodModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.config.model.ProviderModel moved to org.apache.dubbo.rpc.model.ProviderModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Package,org.apache.dubbo.common.serialize.serialization to org.apache.dubbo.common.serialize.base,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.serialize.serialization.AbstractSerializationPersonFailTest moved to org.apache.dubbo.common.serialize.base.AbstractSerializationPersonFailTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.serialize.serialization.AbstractSerializationPersonOkTest moved to org.apache.dubbo.common.serialize.base.AbstractSerializationPersonOkTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.serialize.serialization.AbstractSerializationTest moved to org.apache.dubbo.common.serialize.base.AbstractSerializationTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Package,org.apache.dubbo.common.serialize.serialization to org.apache.dubbo.common.serialize.jdk,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.serialize.serialization.CompactedJavaSerializationTest moved to org.apache.dubbo.common.serialize.jdk.CompactedJavaSerializationTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.serialize.serialization.NativeJavaSerializationTest moved to org.apache.dubbo.common.serialize.jdk.NativeJavaSerializationTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.serialize.serialization.JavaSerializationTest moved to org.apache.dubbo.common.serialize.jdk.JavaSerializationTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.serialize.serialization.Hessian2SerializationTest moved to org.apache.dubbo.common.serialize.hessian2.Hessian2SerializationTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Package,org.apache.dubbo.common.serialize.serialization to org.apache.dubbo.common.serialize.kryo,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.serialize.serialization.ReflectionUtilsTest moved to org.apache.dubbo.common.serialize.kryo.ReflectionUtilsTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Class,org.apache.dubbo.common.serialize.serialization.KyroSerializationTest moved to org.apache.dubbo.common.serialize.kryo.KyroSerializationTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Source Folder,dubbo-serialization/dubbo-serialization-fst to dubbo-serialization/dubbo-serialization-test,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Source Folder,dubbo-serialization/dubbo-serialization-fastjson to dubbo-serialization/dubbo-serialization-test,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move Source Folder,dubbo-serialization/dubbo-serialization-api to dubbo-serialization/dubbo-serialization-test,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move And Rename Class,org.apache.dubbo.common.serialize.support.SerializableClassRegistryTest.A moved and renamed to org.apache.dubbo.common.serialize.kryo.KryoPersonOkTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Move And Rename Class,org.apache.dubbo.common.serialize.support.SerializableClassRegistryTest.B moved and renamed to org.apache.dubbo.common.serialize.jdk.JdkPersonOkTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Inline Variable,"currentSequence : int in method protected doSelect(invokers List<Invoker<T>>, url URL, invocation Invocation) : Invoker<T> from class org.apache.dubbo.rpc.cluster.loadbalance.RoundRobinLoadBalance",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Variable Type,"providerModelList : List<ProviderModel> to providerModelList : Collection<ProviderModel> in method public execute(commandContext CommandContext, args String[]) : String in class org.apache.dubbo.qos.command.impl.Offline",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Variable Type,"providerModelList : List<ProviderModel> to providerModelList : Collection<ProviderModel> in method public execute(commandContext CommandContext, args String[]) : String in class org.apache.dubbo.qos.command.impl.Online",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Attribute Type,"providedServices : ConcurrentMap<String,ProviderModel> to providedServices : ConcurrentMap<String,Set<ProviderModel>> in class org.apache.dubbo.rpc.model.ApplicationModel",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Attribute Type,"consumedServices : ConcurrentMap<String,ConsumerModel> to consumedServices : ConcurrentMap<String,Set<ConsumerModel>> in class org.apache.dubbo.rpc.model.ApplicationModel",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Return Type,List<ConsumerModel> to Collection<ConsumerModel> in method public allConsumerModels() : Collection<ConsumerModel> in class org.apache.dubbo.rpc.model.ApplicationModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Return Type,ProviderModel to Collection<ProviderModel> in method public getProviderModel(serviceName String) : Collection<ProviderModel> in class org.apache.dubbo.rpc.model.ApplicationModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Return Type,ConsumerModel to Collection<ConsumerModel> in method public getConsumerModel(serviceName String) : Collection<ConsumerModel> in class org.apache.dubbo.rpc.model.ApplicationModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Return Type,List<ProviderModel> to Collection<ProviderModel> in method public allProviderModels() : Collection<ProviderModel> in class org.apache.dubbo.rpc.model.ApplicationModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Return Type,"boolean to void in method public initConsumerModel(serviceName String, consumerModel ConsumerModel) : void in class org.apache.dubbo.rpc.model.ApplicationModel",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Variable Type,args : List<Person> to args : List<Phone> in method public test_PersonList() : void in class org.apache.dubbo.common.serialize.base.AbstractSerializationPersonOkTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Variable Type,args : Set<Person> to args : Set<Phone> in method public test_PersonSet() : void in class org.apache.dubbo.common.serialize.base.AbstractSerializationPersonOkTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Variable Type,"args : Map<Integer,Person> to args : Map<Integer,Phone> in method public test_IntPersonMap() : void in class org.apache.dubbo.common.serialize.base.AbstractSerializationPersonOkTest",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Variable Type,"args : Map<String,Person> to args : Map<String,Phone> in method public test_StringPersonMap() : void in class org.apache.dubbo.common.serialize.base.AbstractSerializationPersonOkTest",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Variable Type,"args : Map<String,List<Person>> to args : Map<String,List<Phone>> in method public test_StringPersonListMap() : void in class org.apache.dubbo.common.serialize.base.AbstractSerializationPersonOkTest",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Variable Type,sublist : List<Person> to sublist : List<Phone> in method public test_StringPersonListMap() : void in class org.apache.dubbo.common.serialize.base.AbstractSerializationPersonOkTest,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Rename Attribute,metadata : ServiceConfig to serviceInterfaceClass : Class<?> in class org.apache.dubbo.rpc.model.ProviderModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/dubbo/pull/2591,575192e9ecc59a2c933ddec706538ddc3fc4bb78,https://github.com/apache/dubbo/commit/575192e9ecc59a2c933ddec706538ddc3fc4bb78,FALSE,Change Attribute Type,metadata : ServiceConfig to serviceInterfaceClass : Class<?> in class org.apache.dubbo.rpc.model.ProviderModel,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/servicecomb-java-chassis/pull/1012,5bd0b77af6408d3e34014d44767a16914b77379e,https://github.com/apache/servicecomb-java-chassis/commit/5bd0b77af6408d3e34014d44767a16914b77379e,TRUE,Rename Variable,recv : Measurement to receive : Measurement in method public testCalcMeasurements(id Id) : void in class org.apache.servicecomb.metrics.core.meter.os.TestNetMeter,,,
analyst 2,https://github.com/apache/servicecomb-java-chassis/pull/1012,5bd0b77af6408d3e34014d44767a16914b77379e,https://github.com/apache/servicecomb-java-chassis/commit/5bd0b77af6408d3e34014d44767a16914b77379e,TRUE,Extract Variable,"processRate : double in method private printCpuLog(sb StringBuilder, osNode MeasurementNode) : void from class org.apache.servicecomb.metrics.core.publish.DefaultLogPublisher",,,
analyst 1,https://github.com/apache/servicecomb-java-chassis/pull/1012,f9590a84f218738023ce762dc907340d237e0286,https://github.com/apache/servicecomb-java-chassis/commit/f9590a84f218738023ce762dc907340d237e0286,FALSE,Replace Variable With Attribute,total : long to currentTotalTime : long in method public refreshCpu() : void in class org.apache.servicecomb.metrics.core.meter.os.CpuMeter,TRUE,FALSE,No notes.
analyst 1,https://github.com/apache/servicecomb-java-chassis/pull/1012,f9590a84f218738023ce762dc907340d237e0286,https://github.com/apache/servicecomb-java-chassis/commit/f9590a84f218738023ce762dc907340d237e0286,FALSE,Extract Class,org.apache.servicecomb.metrics.core.meter.os.CpuMeter.CpuInfo from class org.apache.servicecomb.metrics.core.meter.os.CpuMeter,TRUE,TRUE,A review comment in commit's parent may have indirectly promoted such refactoring.
analyst 2,https://github.com/apache/servicecomb-java-chassis/pull/1012,f9590a84f218738023ce762dc907340d237e0286,https://github.com/apache/servicecomb-java-chassis/commit/f9590a84f218738023ce762dc907340d237e0286,FALSE,Move Method,public getRate() : double from class org.apache.servicecomb.metrics.core.meter.os.CpuMeter to public getRate() : double from class org.apache.servicecomb.metrics.core.meter.os.CpuMeter.CpuInfo,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/servicecomb-java-chassis/pull/1012,f9590a84f218738023ce762dc907340d237e0286,https://github.com/apache/servicecomb-java-chassis/commit/f9590a84f218738023ce762dc907340d237e0286,FALSE,Move Attribute,private rate : double from class org.apache.servicecomb.metrics.core.meter.os.CpuMeter to private rate : double from class org.apache.servicecomb.metrics.core.meter.os.CpuMeter.CpuInfo,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/servicecomb-java-chassis/pull/1012,7056e10983cd48a4d9b52ceb973eb4c938d6926a,https://github.com/apache/servicecomb-java-chassis/commit/7056e10983cd48a4d9b52ceb973eb4c938d6926a,FALSE,Move And Rename Class,org.apache.servicecomb.metrics.core.meter.os.NetMeter.PartInterface moved and renamed to org.apache.servicecomb.metrics.core.meter.os.net.NetStat,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/servicecomb-java-chassis/pull/1012,7056e10983cd48a4d9b52ceb973eb4c938d6926a,https://github.com/apache/servicecomb-java-chassis/commit/7056e10983cd48a4d9b52ceb973eb4c938d6926a,FALSE,Change Variable Type,"meterInterfaceInfoMap : Map<String,InterfaceInfo> to meterInterfaceInfoMap : Map<String,InterfaceUsage> in method public testNetRefreshUnchanged(id Id) : void in class org.apache.servicecomb.metrics.core.meter.os.TestNetMeter",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/servicecomb-java-chassis/pull/1012,7056e10983cd48a4d9b52ceb973eb4c938d6926a,https://github.com/apache/servicecomb-java-chassis/commit/7056e10983cd48a4d9b52ceb973eb4c938d6926a,FALSE,Change Variable Type,eth0 : InterfaceInfo to eth0 : InterfaceUsage in method public testNetRefreshUnchanged(id Id) : void in class org.apache.servicecomb.metrics.core.meter.os.TestNetMeter,VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/servicecomb-java-chassis/pull/1012,7056e10983cd48a4d9b52ceb973eb4c938d6926a,https://github.com/apache/servicecomb-java-chassis/commit/7056e10983cd48a4d9b52ceb973eb4c938d6926a,FALSE,Change Variable Type,"netMap : Map<String,InterfaceInfo> to netMap : Map<String,InterfaceUsage> in method public testNetRefreshAdd(id Id) : void in class org.apache.servicecomb.metrics.core.meter.os.TestNetMeter",VERDADEIRO,FALSO,No notes.
analyst 2,https://github.com/apache/servicecomb-java-chassis/pull/1012,7056e10983cd48a4d9b52ceb973eb4c938d6926a,https://github.com/apache/servicecomb-java-chassis/commit/7056e10983cd48a4d9b52ceb973eb4c938d6926a,FALSE,Change Variable Type,eth0 : InterfaceInfo to eth0 : InterfaceUsage in method public testNetRefreshAdd(id Id) : void in class org.apache.servicecomb.metrics.core.meter.os.TestNetMeter,VERDADEIRO,FALSO,No notes.
